	dim	walk	num_walk	p	q	score	std
80	50.0	5.0	10.0	0.25	0.75	0.7613492063492063	0.23480854522366282
81	50.0	5.0	10.0	0.5	0.75	0.747063492063492	0.24148800965212439
82	50.0	5.0	10.0	0.75	0.75	0.6391269841269841	0.2817637038946846
83	50.0	5.0	10.0	1.0	0.75	0.6946825396825396	0.20271340574250357
84	50.0	5.0	10.0	1.25	0.75	0.6248412698412699	0.28121189028218496
85	50.0	5.0	10.0	1.5	0.75	0.5613492063492063	0.2742814084207878
86	50.0	5.0	10.0	1.75	0.75	0.6946825396825396	0.25162461542930786
87	50.0	5.0	10.0	2.0	0.75	0.5803968253968254	0.2616270894575324
88	50.0	5.0	10.0	0.25	1.0	0.6137301587301588	0.2901724602531095
89	50.0	5.0	10.0	0.5	1.0	0.6391269841269841	0.2817637038946846
90	50.0	5.0	10.0	0.75	1.0	0.6057936507936508	0.2556023939133795
91	50.0	5.0	10.0	1.0	1.0	0.5946825396825396	0.2646303701471787
92	50.0	5.0	10.0	1.25	1.0	0.6248412698412699	0.28121189028218496
93	50.0	5.0	10.0	1.5	1.0	0.7391269841269841	0.20387591325866497
94	50.0	5.0	10.0	1.75	1.0	0.6946825396825396	0.25162461542930786
95	50.0	5.0	10.0	2.0	1.0	0.7248412698412698	0.21002826778275743
96	50.0	5.0	10.0	0.25	1.25	0.628015873015873	0.29125276754594903
97	50.0	5.0	10.0	0.5	1.25	0.7137301587301588	0.22683479658842173
98	50.0	5.0	10.0	0.75	1.25	0.7248412698412698	0.21002826778275743
99	50.0	5.0	10.0	1.0	1.25	0.6915079365079364	0.18912418651222354
100	50.0	5.0	10.0	1.25	1.25	0.6137301587301588	0.2901724602531095
101	50.0	5.0	10.0	1.5	1.25	0.6391269841269841	0.2817637038946846
102	50.0	5.0	10.0	1.75	1.25	0.6613492063492064	0.3120975715700047
103	50.0	5.0	10.0	2.0	1.25	0.628015873015873	0.29125276754594903
104	50.0	5.0	10.0	0.25	1.5	0.7613492063492063	0.23480854522366282
105	50.0	5.0	10.0	0.5	1.5	0.7391269841269841	0.20387591325866497
106	50.0	5.0	10.0	0.75	1.5	0.6724603174603174	0.3020376858414035
107	50.0	5.0	10.0	1.0	1.5	0.6915079365079364	0.18912418651222354
108	50.0	5.0	10.0	1.25	1.5	0.6915079365079364	0.24081150335092494
109	50.0	5.0	10.0	1.5	1.5	0.728015873015873	0.2218670773233379
110	50.0	5.0	10.0	1.75	1.5	0.7391269841269841	0.20387591325866497
111	50.0	5.0	10.0	2.0	1.5	0.728015873015873	0.2218670773233379
112	50.0	5.0	10.0	0.25	1.75	0.728015873015873	0.2218670773233379
113	50.0	5.0	10.0	0.5	1.75	0.747063492063492	0.24148800965212439
114	50.0	5.0	10.0	0.75	1.75	0.6803968253968253	0.205838210395093
115	50.0	5.0	10.0	1.0	1.75	0.7724603174603175	0.2218193769237394
116	50.0	5.0	10.0	1.25	1.75	0.7137301587301588	0.22683479658842173
117	50.0	5.0	10.0	1.5	1.75	0.7613492063492063	0.23480854522366282
118	50.0	5.0	10.0	1.75	1.75	0.6248412698412699	0.28121189028218496
119	50.0	5.0	10.0	2.0	1.75	0.6137301587301588	0.2901724602531095
120	50.0	5.0	10.0	0.25	2.0	0.7613492063492063	0.23480854522366282
121	50.0	5.0	10.0	0.5	2.0	0.6946825396825396	0.25162461542930786
122	50.0	5.0	10.0	0.75	2.0	0.6391269841269841	0.2817637038946846
123	50.0	5.0	10.0	1.0	2.0	0.6137301587301588	0.2901724602531095
124	50.0	5.0	10.0	1.25	2.0	0.6137301587301588	0.2901724602531095
125	50.0	5.0	10.0	1.5	2.0	0.6391269841269841	0.2817637038946846
126	50.0	5.0	10.0	1.75	2.0	0.6946825396825396	0.20271340574250357
127	50.0	5.0	10.0	2.0	2.0	0.7613492063492063	0.23480854522366282
128	50.0	5.0	15.0	0.25	0.25	0.7057936507936508	0.18486171484523314
129	50.0	5.0	15.0	0.5	0.25	0.7137301587301588	0.22683479658842173
130	50.0	5.0	15.0	0.75	0.25	0.7391269841269841	0.20387591325866497
131	50.0	5.0	15.0	1.0	0.25	0.728015873015873	0.2218670773233379
132	50.0	5.0	15.0	1.25	0.25	0.6137301587301588	0.2901724602531095
133	50.0	5.0	15.0	1.5	0.25	0.7137301587301588	0.22683479658842173
134	50.0	5.0	15.0	1.75	0.25	0.7137301587301588	0.22683479658842173
135	50.0	5.0	15.0	2.0	0.25	0.7248412698412698	0.21002826778275743
136	50.0	5.0	15.0	0.25	0.5	0.7248412698412698	0.21002826778275743
137	50.0	5.0	15.0	0.5	0.5	0.6803968253968253	0.205838210395093
138	50.0	5.0	15.0	0.75	0.5	0.7391269841269841	0.20387591325866497
139	50.0	5.0	15.0	1.0	0.5	0.628015873015873	0.29125276754594903
140	50.0	5.0	15.0	1.25	0.5	0.6137301587301588	0.2901724602531095
141	50.0	5.0	15.0	1.5	0.5	0.7057936507936508	0.18486171484523314
142	50.0	5.0	15.0	1.75	0.5	0.728015873015873	0.2218670773233379
143	50.0	5.0	15.0	2.0	0.5	0.7391269841269841	0.20387591325866497
144	50.0	5.0	15.0	0.25	0.75	0.7391269841269841	0.20387591325866497
145	50.0	5.0	15.0	0.5	0.75	0.728015873015873	0.2218670773233379
146	50.0	5.0	15.0	0.75	0.75	0.528015873015873	0.316909055103115
147	50.0	5.0	15.0	1.0	0.75	0.6946825396825396	0.20271340574250357
148	50.0	5.0	15.0	1.25	0.75	0.7391269841269841	0.20984404639999635
149	50.0	5.0	15.0	1.5	0.75	0.7248412698412698	0.21002826778275743
150	50.0	5.0	15.0	1.75	0.75	0.647063492063492	0.3126166297854977
151	50.0	5.0	15.0	2.0	0.75	0.628015873015873	0.29125276754594903
152	50.0	5.0	15.0	0.25	1.0	0.6946825396825396	0.20271340574250357
153	50.0	5.0	15.0	0.5	1.0	0.7391269841269841	0.20387591325866497
154	50.0	5.0	15.0	0.75	1.0	0.7248412698412698	0.21002826778275743
155	50.0	5.0	15.0	1.0	1.0	0.6946825396825396	0.25162461542930786
156	50.0	5.0	15.0	1.25	1.0	0.5946825396825396	0.2646303701471787
157	50.0	5.0	15.0	1.5	1.0	0.7391269841269841	0.20387591325866497
158	50.0	5.0	15.0	1.75	1.0	0.6391269841269841	0.2817637038946846
159	50.0	5.0	15.0	2.0	1.0	0.7391269841269841	0.20387591325866497
160	50.0	5.0	15.0	0.25	1.25	0.7391269841269841	0.20387591325866497
161	50.0	5.0	15.0	0.5	1.25	0.7391269841269841	0.20387591325866497
162	50.0	5.0	15.0	0.75	1.25	0.728015873015873	0.2218670773233379
163	50.0	5.0	15.0	1.0	1.25	0.6057936507936508	0.2556023939133795
164	50.0	5.0	15.0	1.25	1.25	0.6724603174603174	0.3020376858414035
165	50.0	5.0	15.0	1.5	1.25	0.6391269841269841	0.2817637038946846
166	50.0	5.0	15.0	1.75	1.25	0.7137301587301588	0.22683479658842173
167	50.0	5.0	15.0	2.0	1.25	0.7137301587301588	0.22683479658842173
168	50.0	5.0	15.0	0.25	1.5	0.628015873015873	0.29125276754594903
169	50.0	5.0	15.0	0.5	1.5	0.7724603174603175	0.21618209957433304
170	50.0	5.0	15.0	0.75	1.5	0.6391269841269841	0.2817637038946846
171	50.0	5.0	15.0	1.0	1.5	0.7391269841269841	0.20387591325866497
172	50.0	5.0	15.0	1.25	1.5	0.7391269841269841	0.20387591325866497
173	50.0	5.0	15.0	1.5	1.5	0.6724603174603174	0.2162922079594776
174	50.0	5.0	15.0	1.75	1.5	0.6391269841269841	0.2817637038946846
175	50.0	5.0	15.0	2.0	1.5	0.6391269841269841	0.2817637038946846
176	50.0	5.0	15.0	0.25	1.75	0.6391269841269841	0.2817637038946846
177	50.0	5.0	15.0	0.5	1.75	0.5946825396825396	0.3037292462481264
178	50.0	5.0	15.0	0.75	1.75	0.6137301587301588	0.2901724602531095
179	50.0	5.0	15.0	1.0	1.75	0.6391269841269841	0.23909948266407707
180	50.0	5.0	15.0	1.25	1.75	0.7724603174603175	0.21618209957433304
181	50.0	5.0	15.0	1.5	1.75	0.628015873015873	0.29125276754594903
182	50.0	5.0	15.0	1.75	1.75	0.7137301587301588	0.22683479658842173
183	50.0	5.0	15.0	2.0	1.75	0.5915079365079364	0.25311962631431334
184	50.0	5.0	15.0	0.25	2.0	0.728015873015873	0.2218670773233379
185	50.0	5.0	15.0	0.5	2.0	0.7391269841269841	0.20387591325866497
186	50.0	5.0	15.0	0.75	2.0	0.628015873015873	0.29125276754594903
187	50.0	5.0	15.0	1.0	2.0	0.628015873015873	0.29125276754594903
188	50.0	5.0	15.0	1.25	2.0	0.7724603174603175	0.21618209957433304
189	50.0	5.0	15.0	1.5	2.0	0.6803968253968253	0.205838210395093
190	50.0	5.0	15.0	1.75	2.0	0.6946825396825396	0.25162461542930786
191	50.0	5.0	15.0	2.0	2.0	0.6724603174603174	0.3020376858414035
192	50.0	5.0	20.0	0.25	0.25	0.728015873015873	0.2218670773233379
193	50.0	5.0	20.0	0.5	0.25	0.628015873015873	0.29125276754594903
194	50.0	5.0	20.0	0.75	0.25	0.7137301587301588	0.22683479658842173
195	50.0	5.0	20.0	1.0	0.25	0.6803968253968253	0.205838210395093
196	50.0	5.0	20.0	1.25	0.25	0.728015873015873	0.2218670773233379
197	50.0	5.0	20.0	1.5	0.25	0.6613492063492064	0.3120975715700047
198	50.0	5.0	20.0	1.75	0.25	0.7137301587301588	0.22683479658842173
199	50.0	5.0	20.0	2.0	0.25	0.6946825396825396	0.20271340574250357
200	50.0	5.0	20.0	0.25	0.5	0.7391269841269841	0.20387591325866497
201	50.0	5.0	20.0	0.5	0.5	0.7391269841269841	0.20387591325866497
202	50.0	5.0	20.0	0.75	0.5	0.7057936507936508	0.18486171484523314
203	50.0	5.0	20.0	1.0	0.5	0.628015873015873	0.29125276754594903
204	50.0	5.0	20.0	1.25	0.5	0.7391269841269841	0.20387591325866497
205	50.0	5.0	20.0	1.5	0.5	0.7613492063492063	0.23480854522366282
206	50.0	5.0	20.0	1.75	0.5	0.7391269841269841	0.20387591325866497
207	50.0	5.0	20.0	2.0	0.5	0.7724603174603175	0.21618209957433304
208	50.0	5.0	20.0	0.25	0.75	0.728015873015873	0.2218670773233379
209	50.0	5.0	20.0	0.5	0.75	0.7613492063492063	0.23480854522366282
210	50.0	5.0	20.0	0.75	0.75	0.728015873015873	0.2218670773233379
211	50.0	5.0	20.0	1.0	0.75	0.7724603174603175	0.21618209957433304
212	50.0	5.0	20.0	1.25	0.75	0.7724603174603175	0.21618209957433304
213	50.0	5.0	20.0	1.5	0.75	0.728015873015873	0.2218670773233379
214	50.0	5.0	20.0	1.75	0.75	0.728015873015873	0.2218670773233379
215	50.0	5.0	20.0	2.0	0.75	0.7137301587301588	0.22683479658842173
216	50.0	5.0	20.0	0.25	1.0	0.6248412698412699	0.28121189028218496
217	50.0	5.0	20.0	0.5	1.0	0.6724603174603174	0.2162922079594776
218	50.0	5.0	20.0	0.75	1.0	0.7391269841269841	0.20387591325866497
219	50.0	5.0	20.0	1.0	1.0	0.6391269841269841	0.2817637038946846
220	50.0	5.0	20.0	1.25	1.0	0.7613492063492063	0.23480854522366282
221	50.0	5.0	20.0	1.5	1.0	0.7391269841269841	0.20387591325866497
222	50.0	5.0	20.0	1.75	1.0	0.7137301587301588	0.22683479658842173
223	50.0	5.0	20.0	2.0	1.0	0.7613492063492063	0.23480854522366282
224	50.0	5.0	20.0	0.25	1.25	0.7391269841269841	0.20387591325866497
225	50.0	5.0	20.0	0.5	1.25	0.6946825396825396	0.20271340574250357
226	50.0	5.0	20.0	0.75	1.25	0.7391269841269841	0.20387591325866497
227	50.0	5.0	20.0	1.0	1.25	0.6946825396825396	0.20271340574250357
228	50.0	5.0	20.0	1.25	1.25	0.5613492063492063	0.2742814084207878
229	50.0	5.0	20.0	1.5	1.25	0.7391269841269841	0.20387591325866497
230	50.0	5.0	20.0	1.75	1.25	0.728015873015873	0.2218670773233379
231	50.0	5.0	20.0	2.0	1.25	0.7391269841269841	0.20387591325866497
232	50.0	5.0	20.0	0.25	1.5	0.6057936507936508	0.2556023939133795
233	50.0	5.0	20.0	0.5	1.5	0.7391269841269841	0.20387591325866497
234	50.0	5.0	20.0	0.75	1.5	0.628015873015873	0.29125276754594903
235	50.0	5.0	20.0	1.0	1.5	0.7391269841269841	0.20984404639999635
236	50.0	5.0	20.0	1.25	1.5	0.728015873015873	0.2218670773233379
237	50.0	5.0	20.0	1.5	1.5	0.6724603174603174	0.2162922079594776
238	50.0	5.0	20.0	1.75	1.5	0.7391269841269841	0.20387591325866497
239	50.0	5.0	20.0	2.0	1.5	0.728015873015873	0.2218670773233379
240	50.0	5.0	20.0	0.25	1.75	0.728015873015873	0.2218670773233379
241	50.0	5.0	20.0	0.5	1.75	0.7248412698412698	0.21002826778275743
242	50.0	5.0	20.0	0.75	1.75	0.6803968253968253	0.2541487577795272
243	50.0	5.0	20.0	1.0	1.75	0.628015873015873	0.29125276754594903
244	50.0	5.0	20.0	1.25	1.75	0.7724603174603175	0.21618209957433304
245	50.0	5.0	20.0	1.5	1.75	0.6248412698412699	0.28121189028218496
246	50.0	5.0	20.0	1.75	1.75	0.7724603174603175	0.21618209957433304
247	50.0	5.0	20.0	2.0	1.75	0.7391269841269841	0.20387591325866497
248	50.0	5.0	20.0	0.25	2.0	0.7391269841269841	0.20387591325866497
249	50.0	5.0	20.0	0.5	2.0	0.6803968253968253	0.205838210395093
250	50.0	5.0	20.0	0.75	2.0	0.728015873015873	0.2218670773233379
251	50.0	5.0	20.0	1.0	2.0	0.7391269841269841	0.20387591325866497
252	50.0	5.0	20.0	1.25	2.0	0.728015873015873	0.2218670773233379
253	50.0	5.0	20.0	1.5	2.0	0.7613492063492063	0.23480854522366282
254	50.0	5.0	20.0	1.75	2.0	0.728015873015873	0.2218670773233379
255	50.0	5.0	20.0	2.0	2.0	0.6391269841269841	0.23909948266407707
256	50.0	5.0	30.0	0.25	0.25	0.6915079365079364	0.24081150335092494
257	50.0	5.0	30.0	0.5	0.25	0.7391269841269841	0.20387591325866497
258	50.0	5.0	30.0	0.75	0.25	0.728015873015873	0.2218670773233379
259	50.0	5.0	30.0	1.0	0.25	0.7391269841269841	0.20387591325866497
260	50.0	5.0	30.0	1.25	0.25	0.728015873015873	0.2218670773233379
261	50.0	5.0	30.0	1.5	0.25	0.7391269841269841	0.20387591325866497
262	50.0	5.0	30.0	1.75	0.25	0.7137301587301588	0.22683479658842173
263	50.0	5.0	30.0	2.0	0.25	0.6946825396825396	0.20271340574250357
264	50.0	5.0	30.0	0.25	0.5	0.728015873015873	0.2218670773233379
265	50.0	5.0	30.0	0.5	0.5	0.7057936507936508	0.18486171484523314
266	50.0	5.0	30.0	0.75	0.5	0.6946825396825396	0.25162461542930786
267	50.0	5.0	30.0	1.0	0.5	0.7391269841269841	0.20387591325866497
268	50.0	5.0	30.0	1.25	0.5	0.728015873015873	0.2218670773233379
269	50.0	5.0	30.0	1.5	0.5	0.6391269841269841	0.2817637038946846
270	50.0	5.0	30.0	1.75	0.5	0.728015873015873	0.2218670773233379
271	50.0	5.0	30.0	2.0	0.5	0.728015873015873	0.2218670773233379
272	50.0	5.0	30.0	0.25	0.75	0.7391269841269841	0.20387591325866497
273	50.0	5.0	30.0	0.5	0.75	0.7391269841269841	0.20387591325866497
274	50.0	5.0	30.0	0.75	0.75	0.5946825396825396	0.2646303701471787
275	50.0	5.0	30.0	1.0	0.75	0.6391269841269841	0.2817637038946846
276	50.0	5.0	30.0	1.25	0.75	0.7391269841269841	0.20387591325866497
277	50.0	5.0	30.0	1.5	0.75	0.7248412698412698	0.21002826778275743
278	50.0	5.0	30.0	1.75	0.75	0.628015873015873	0.29125276754594903
279	50.0	5.0	30.0	2.0	0.75	0.728015873015873	0.2218670773233379
280	50.0	5.0	30.0	0.25	1.0	0.7391269841269841	0.20387591325866497
281	50.0	5.0	30.0	0.5	1.0	0.7724603174603175	0.21618209957433304
282	50.0	5.0	30.0	0.75	1.0	0.728015873015873	0.2218670773233379
283	50.0	5.0	30.0	1.0	1.0	0.728015873015873	0.2218670773233379
284	50.0	5.0	30.0	1.25	1.0	0.7391269841269841	0.20387591325866497
285	50.0	5.0	30.0	1.5	1.0	0.7248412698412698	0.21002826778275743
286	50.0	5.0	30.0	1.75	1.0	0.6613492063492064	0.3120975715700047
287	50.0	5.0	30.0	2.0	1.0	0.7391269841269841	0.20387591325866497
288	50.0	5.0	30.0	0.25	1.25	0.7057936507936508	0.18486171484523314
289	50.0	5.0	30.0	0.5	1.25	0.728015873015873	0.2218670773233379
290	50.0	5.0	30.0	0.75	1.25	0.728015873015873	0.2218670773233379
291	50.0	5.0	30.0	1.0	1.25	0.728015873015873	0.2218670773233379
292	50.0	5.0	30.0	1.25	1.25	0.6915079365079364	0.18912418651222354
293	50.0	5.0	30.0	1.5	1.25	0.7724603174603175	0.21618209957433304
294	50.0	5.0	30.0	1.75	1.25	0.7248412698412698	0.21002826778275743
295	50.0	5.0	30.0	2.0	1.25	0.7137301587301588	0.22683479658842173
296	50.0	5.0	30.0	0.25	1.5	0.728015873015873	0.2218670773233379
297	50.0	5.0	30.0	0.5	1.5	0.728015873015873	0.2218670773233379
298	50.0	5.0	30.0	0.75	1.5	0.7248412698412698	0.21002826778275743
299	50.0	5.0	30.0	1.0	1.5	0.7724603174603175	0.21618209957433304
300	50.0	5.0	30.0	1.25	1.5	0.6946825396825396	0.20271340574250357
301	50.0	5.0	30.0	1.5	1.5	0.6057936507936508	0.2556023939133795
302	50.0	5.0	30.0	1.75	1.5	0.7613492063492063	0.23480854522366282
303	50.0	5.0	30.0	2.0	1.5	0.7391269841269841	0.20387591325866497
304	50.0	5.0	30.0	0.25	1.75	0.7137301587301588	0.22683479658842173
305	50.0	5.0	30.0	0.5	1.75	0.6915079365079364	0.18912418651222354
306	50.0	5.0	30.0	0.75	1.75	0.6803968253968253	0.2541487577795272
307	50.0	5.0	30.0	1.0	1.75	0.6581746031746032	0.3030981475107352
308	50.0	5.0	30.0	1.25	1.75	0.6137301587301588	0.2901724602531095
309	50.0	5.0	30.0	1.5	1.75	0.7057936507936508	0.18486171484523314
310	50.0	5.0	30.0	1.75	1.75	0.728015873015873	0.2218670773233379
311	50.0	5.0	30.0	2.0	1.75	0.728015873015873	0.2218670773233379
312	50.0	5.0	30.0	0.25	2.0	0.6803968253968253	0.205838210395093
313	50.0	5.0	30.0	0.5	2.0	0.628015873015873	0.29125276754594903
314	50.0	5.0	30.0	0.75	2.0	0.7391269841269841	0.20387591325866497
315	50.0	5.0	30.0	1.0	2.0	0.7391269841269841	0.20387591325866497
316	50.0	5.0	30.0	1.25	2.0	0.7391269841269841	0.20387591325866497
317	50.0	5.0	30.0	1.5	2.0	0.728015873015873	0.2218670773233379
318	50.0	5.0	30.0	1.75	2.0	0.7391269841269841	0.20387591325866497
319	50.0	5.0	30.0	2.0	2.0	0.7613492063492063	0.23480854522366282
320	50.0	10.0	5.0	0.25	0.25	0.7057936507936508	0.18486171484523314
321	50.0	10.0	5.0	0.5	0.25	0.728015873015873	0.2218670773233379
322	50.0	10.0	5.0	0.75	0.25	0.6946825396825396	0.20271340574250357
323	50.0	10.0	5.0	1.0	0.25	0.7137301587301588	0.22683479658842173
324	50.0	10.0	5.0	1.25	0.25	0.6946825396825396	0.20271340574250357
325	50.0	10.0	5.0	1.5	0.25	0.728015873015873	0.2218670773233379
326	50.0	10.0	5.0	1.75	0.25	0.7137301587301588	0.22683479658842173
327	50.0	10.0	5.0	2.0	0.25	0.728015873015873	0.2218670773233379
328	50.0	10.0	5.0	0.25	0.5	0.7724603174603175	0.21618209957433304
329	50.0	10.0	5.0	0.5	0.5	0.7137301587301588	0.22683479658842173
330	50.0	10.0	5.0	0.75	0.5	0.7137301587301588	0.22683479658842173
331	50.0	10.0	5.0	1.0	0.5	0.728015873015873	0.2218670773233379
332	50.0	10.0	5.0	1.25	0.5	0.728015873015873	0.2218670773233379
333	50.0	10.0	5.0	1.5	0.5	0.628015873015873	0.29125276754594903
334	50.0	10.0	5.0	1.75	0.5	0.728015873015873	0.2218670773233379
335	50.0	10.0	5.0	2.0	0.5	0.5946825396825396	0.3037292462481264
336	50.0	10.0	5.0	0.25	0.75	0.6946825396825396	0.20271340574250357
337	50.0	10.0	5.0	0.5	0.75	0.747063492063492	0.24148800965212439
338	50.0	10.0	5.0	0.75	0.75	0.628015873015873	0.29125276754594903
339	50.0	10.0	5.0	1.0	0.75	0.7613492063492063	0.23480854522366282
340	50.0	10.0	5.0	1.25	0.75	0.7057936507936508	0.18486171484523314
341	50.0	10.0	5.0	1.5	0.75	0.6391269841269841	0.2817637038946846
342	50.0	10.0	5.0	1.75	0.75	0.6803968253968253	0.205838210395093
343	50.0	10.0	5.0	2.0	0.75	0.747063492063492	0.24148800965212439
344	50.0	10.0	5.0	0.25	1.0	0.6724603174603174	0.3020376858414035
345	50.0	10.0	5.0	0.5	1.0	0.6391269841269841	0.2817637038946846
346	50.0	10.0	5.0	0.75	1.0	0.6391269841269841	0.2817637038946846
347	50.0	10.0	5.0	1.0	1.0	0.7248412698412698	0.21002826778275743
348	50.0	10.0	5.0	1.25	1.0	0.728015873015873	0.2218670773233379
349	50.0	10.0	5.0	1.5	1.0	0.5803968253968254	0.2616270894575324
350	50.0	10.0	5.0	1.75	1.0	0.6137301587301588	0.2901724602531095
